rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
38,near_miss,CAT.AX,CATAPULT SPORTS LTD,3.18,1004802176.0,-3.05,-9.92,-3.93,0.06,5D <= -8.0%,,"ASX August 2026 Stocks Estimated Below Fair Value - simplywall.st | Catapult Sports (ASX:CAT) Amid Positive Momentum Among ASX Technology Stocks - Kalkine | CATAPULT SPORTS LTD Share Price - CAT, RNS News, Articles, Quotes, & Charts (ASX:CAT) - Proactive financial news | This beaten-down ASX tech share could rise almost 50% - The Motley Fool Australia | Catapult Sports (ASX:CAT) Weakens: Assessing the Sports Analytics and Wearables Business - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
39,near_miss,SXE.AX,SOUTHERN CROSS ELECTRICAL,4.17,1286401408.0,-3.02,-8.95,-4.79,0.09,5D <= -8.0%,,"Southern Cross Electrical (ASX:SXE) Fully Franked Dividend — Could the Electrification Boom Keep Feeding Shareholder Returns? - Kalkine | Southern Cross Electrical Engineering (ASX:SXE) Reported Weaker Earnings, Is The Stock Fairly Valued? - simplywall.st | ASX growth stocks: Analysts just hiked this stock's target price by 46% - Market Index | Electrical contractor SCEE gets its $150m raise at razor-thin discount - AFR | Southern Cross Electrical Engineering (ASX:SXE) Shares Could Be 42% Overvalued After Contract Wins - Yahoo Finance",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
40,near_miss,WOR.AX,WORLEY LTD,9.94,4847342080.0,-2.93,-8.89,-7.19,0.11,5D <= -8.0%,,Worley Ltd (ASX:WOR): Why the Engineering Giant's Stock Is Under Pressure - Kalkine | Worley Ltd (ASX:WOR) Declines: Should Contract Wins Offset Share Price Weakness? - Kalkine | Can Worley (ASX:WOR) Strengthen Its Position in Industrial Stocks? - Kalkine Media | Investing in Worley (ASX:WOR) five years ago would have delivered you a 50% gain - simplywall.st | This ASX 200 stock is dipping lower despite positive news. Here’s what’s behind it - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
41,near_miss,CHC.AX,CHARTER HALL GROUP,19.02,8996406272.0,-2.71,-5.28,-18.26,0.39,20D <= -15.0%,,Charter Hall Group (ASX: CHC) FY26 Earnings Jump 27% Amid a Senior Leadership Reshuffle — Is Property Funds Management Ready to Rebound? - Kalkine | Charter Hall Group (ASX:CHC) Is Down 5.9% After Strong FY26 Profit Lift Has The Bull Case Changed? - simplywall.st | What Matters for Charter Hall (ASX:CHC) in Infra & Real Estate ? - Kalkine Media | Charter Hall Group (ASX:CHC) Growth Profile Remains Favourable Amid Property Market Repricing - Kalkine | ASX property share lifts guidance despite sector headwinds - Morningstar Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
42,near_miss,CMW.AX,CROMWELL PROPERTY GROUP,0.38,982075008.0,-2.6,-8.54,-13.79,0.2,5D <= -8.0%,,Cromwell Property Group (ASX:CMW) Shares Hinge On Yield Or Manager Shift - simplywall.st | Cromwell Property Group (ASX:CMW) Lifts FFO 5% as Assets Under Management Grow to $4.7B - Kalkine | Cromwell Property Group (ASX:CMW) Shares Hinge On Yield Or Manager Shift - webull.com | ASX:CMW Cromwell Property Group: Why Is Growth Back in Focus? - Kalkine Media | Cromwell Property Group (ASX:CMW) Share Price Update Amid Real Estate Sector Pressure - Kalkine,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
43,near_miss,ABB.AX,AUSSIE BROADBAND LTD,4.25,1340556544.0,-2.52,-9.96,-11.27,0.1,5D <= -8.0%,,"Aussie Broadband Limited (ASX:ABB) Passed Our Checks, And It's About To Pay A AU$0.036 Dividend - simplywall.st | Aussie Broadband (ASX:ABB): Head & Shoulders Breakdown Signals Further Downside Risk - Kalkine | Is Aussie Broadband (ASX:ABB) in Communication Stocks Focus? - Kalkine Media | Why Aussie Broadband, Coles, EOS, and Santos shares are falling on Monday - The Motley Fool Australia | Aussie Broadband Shares Give Back Half 2026 Gains To Start Week: What Happened? - thebull.com.au",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
44,near_miss,IRE.AX,IRESS LTD,5.6,1046021056.0,-2.44,-7.52,-16.9,0.04,20D <= -15.0%,,"Iress Ltd (ASX:IRE): Financial Technology Growth Drives a Rising Dividend - Kalkine | Income Investors Should Know That Iress Limited (ASX:IRE) Goes Ex-Dividend Soon - simplywall.st | Iress (ASX:IRE) Joins Top ASX 200 Decliners After Steep Drop - Kalkine | Insights: Iress Ltd (ASX:IRE) - smallcaps.com.au | Buy, hold, or sell? Life360, Iress, Lynas Rare Earths shares - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
45,near_miss,KLS.AX,KELSIAN GROUP LTD,4.21,1143674752.0,-2.32,-11.55,-4.97,0.06,5D <= -8.0%,,Why Kelsian Group (ASX:KLS) shares are falling today - Kalkine | Here's What Analysts Are Forecasting For Kelsian Group Limited (ASX:KLS) After Its Full-Year Results - simplywall.st | Canaccord Genuity Reaffirms Their Buy Rating on Kelsian Group Limited (KLS) - The Globe and Mail | KLS Forecast — Price Target — Prediction for 2027 - TradingView | This ASX stock just won an $80 million contract. So why are shares falling today? - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
46,near_miss,SHL.AX,SONIC HEALTHCARE LTD,19.63,9701891072.0,-2.05,-8.44,-10.12,0.16,5D <= -8.0%,,"SHL share price: why investors like healthcare shares - Rask Media | Is Sonic Healthcare’s (ASX:SHL) Bigger FY26 Profit And Dividend Reaffirming Or Recasting Its Investment Story? - simplywall.st | ASX healthcare share remains undervalued ahead of earnings - Morningstar Australia | Is ASX 200 Sonic Healthcare (ASX:SHL) Drawing Retirement Income Attention? - Kalkine Media | Buy, hold, sell: Super Retail, APA, Sonic Healthcare shares - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
47,near_miss,JBH.AX,JB HI-FI LTD,65.78,7191989248.0,-1.94,-2.04,-18.7,0.12,20D <= -15.0%,,"How JB Hi-Fi’s 2026 Earnings Call Commentary May Reframe Its Margin Story for (ASX:JBH) Investors - simplywall.st | JB Hi-Fi Ltd (ASX:JBH): Delivering Consistent Dividends Amid Retail Headwinds - Kalkine | What Is Driving JB Hi-Fi (ASX:JBH) in Retail Stocks? - Kalkine Media | Down 14% today: Are JB Hi-Fi shares now a bargain-bin buy? - The Motley Fool Australia | Lunch Wrap: JB Hi-Fi and NAB sink, miners soften the blow - stockhead.com.au",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
48,near_miss,EQT.AX,EQT HOLDINGS LTD,19.11,512016352.0,-1.85,-10.7,13.21,0.06,5D <= -8.0%,,"EQT Holdings (ASX:EQT) Stock Drops: Why Investors Are Selling - Kalkine | TPG bids $468 million for Australia's EQT; stock logs best day in 41 years - Reuters | Top ASX Dividend Stocks To Consider In August 2026 - simplywall.st | ASX Sell-Off Watch: Solstice Minerals, Chorus and EQT Holdings All Slide - Kalkine | Insights: EQT Holdings Ltd (ASX:EQT) - smallcaps.com.au",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
49,near_miss,HSN.AX,HANSEN TECHNOLOGIES LTD,3.4,695388096.0,-1.73,2.1,-18.75,0.1,20D <= -15.0%,,"Hansen Technologies (ASX:HSN): Is the Market Setting Up for the Next Digital-Growth Re-Rating? - Kalkine | How Investors Are Reacting To Hansen Technologies (ASX:HSN) FY26 Results And M&A-Focused Capital Plan - simplywall.st | Hansen Technologies (ASX:HSN): Is the ASX Tech Stock Now a Bargain? - Kalkine Media | Hansen Technologies (ASX:HSN) Posts FY26 Earnings Growth, Is The Stock A Bargain? - simplywall.st | Is Hansen Technologies' (ASX:HSN) M&A Tilt and Buyback Focus Quietly Redefining Its Investment Story? - Yahoo Finance",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
50,near_miss,PMV.AX,PREMIER INVESTMENTS LTD,11.43,1823878912.0,-1.64,-1.97,-15.14,0.16,20D <= -15.0%,,"Premier Investments Ltd (AX: PMV) Share Price, PMV Stock News, PMV Share Price & Updates - Kalkine | Premier Investments (ASX:PMV) Shares Slammed — What Has Investors Heading for the Exit? - Kalkine | 3 ASX shares tipped to explode up to 72% in the back half of 2026 - The Motley Fool Australia | Premier Investments Limited's (ASX:PMV) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong? - simplywall.st | Premier Investments (ASX:PMV) share price sinks 12% after AGM update - Rask Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
51,near_miss,WTC.AX,WISETECH GLOBAL LTD,40.0,13452122112.0,-1.5,-8.02,8.87,0.1,5D <= -8.0%,,"Why I think Xero and WiseTech shares are strong buys - The Motley Fool Australia | Is WiseTech (ASX:WTC) Changing the Technology Stocks Debate? - Kalkine Media | Wisetech Global Ltd (AX: WTC) Share Price, WTC Stock News, WTC Share Price & Updates - Kalkine | Chart of the Week: Can WiseTech shares finally bounce back? - Morningstar Australia | WiseTech Global Ltd (ASX: WTC): can AI really kill CargoWise? - Rask Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
52,near_miss,MND.AX,MONADELPHOUS GROUP LTD,28.79,,-0.48,-11.06,-2.57,0.04,5D <= -8.0%,,"Here's What We Like About Monadelphous Group's (ASX:MND) Upcoming Dividend - simplywall.st | Monadelphous Group Ltd (ASX:MND): Understanding Today Decline - Kalkine | Does Monadelphous Group’s (ASX:MND) Record FY26 Dividend Reveal a New Capital Allocation Playbook? - webull.com | Australian Shares Flat; Monadelphous Group Posts Higher Fiscal H1 Earnings, Revenue - Yahoo Finance Australia | Why this ASX 200 winner is back in the green on Wednesday - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
53,near_miss,DOW.AX,DOWNER EDI LTD,6.55,4319815168.0,-0.08,-1.58,-16.6,0.12,20D <= -15.0%,,Is Downer EDI (ASX:DOW) Trading Below Its True Worth After Contract Wins? - Kalkine Media | Shares Retreat for Downer EDI Ltd (ASX:DOW) — What Is Driving the Move? - Kalkine | Downer EDI posts stronger margin and profit in FY26 earnings - The Motley Fool Australia | Here's Why We Think Downer EDI (ASX:DOW) Is Well Worth Watching - Yahoo Finance | REA and Downer EDI Ltd: 2 ASX shares to dig into - Rask Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
54,near_miss,IPH.AX,IPH LTD,3.32,851537088.0,0.61,-3.6,-17.43,0.13,20D <= -15.0%,,"IPH (ASX:IPH)Dividend Yield in Focus, Stock on Radar of Income Investors - Kalkine | IPH Ltd FY26 earnings: resilient profit growth and higher dividend - The Motley Fool Australia | ASX Dividend Stocks: A 10-11% yielder that's become a dividend trap - Market Index | IPH Forecast — Price Target — Prediction for 2027 - TradingView | IPH Ltd (ASX:IPH): Can FY26 Profit Growth and a Higher Dividend Strengthen This ASX 300 Stock? - Kalkine Media",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
55,near_miss,CNI.AX,CENTURIA CAPITAL GROUP,1.21,,1.26,-11.36,-17.41,0.15,5D <= -8.0%; 20D <= -15.0%,,Could the Next Rate Move Reshape the Investment Case for Centuria Capital (ASX:CNI)? - Kalkine | Centuria Capital Group (ASX:CNI) Shares Trail A Profitable Recovery Story - simplywall.st | Centuria Capital Group (ASX:CNI): Can Record AUM Offset Private-Credit Concerns? - Kalkine | 9 ASX 200 shares with strengthened buy ratings this week - The Motley Fool Australia | How Did Centuria Capital Group (ASX:CNI) Shift the Financial Stocks View? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent. Market cap temporarily unavailable; retained because ticker is in the broad A300 universe.",
56,near_miss,PXA.AX,PEXA GROUP LTD,7.24,1273778048.0,8.38,-8.35,-2.43,0.15,5D <= -8.0%,downgrade,Pexa Group (ASX:PXA): What's Behind the Property Settlement Platform's Steep Slide - Kalkine | PEXA Group jumps to FY26 profit as revenue and EBITDA lift - The Motley Fool Australia | Earnings To Watch: PEXA Group Ltd (ASX:PXA) Q4 2026 -- GF Value Sees 114% Upside - Yahoo Finance | Undervalued ASX share retains wide moat rating despite regulatory pressures - Morningstar Australia | PEXA Shares Hit All-Time Low as Downgrade Fuels Bears - thebull.com.au,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
