rank,signal_type,ticker,company,last_price,market_cap_aud_approx,one_day_pct,five_day_pct,twenty_day_pct,volume_spike_vs_20d,trigger,avoid_flags,news_headlines,openai_score,openai_classification,openai_rationale,manual_review_notes,error
38,near_miss,KLS.AX,KELSIAN GROUP LTD,4.1,1113792512,-1.68,-9.89,-9.29,3.58,5D <= -8.0%,,"Here's What Analysts Are Forecasting For Kelsian Group Limited (ASX:KLS) After Its Full-Year Results - simplywall.st | Kelsian Group (ASX:KLS) Delivers Record FY26 Earnings and Lifts Dividend to 18 Cents - Kalkine | This ASX stock just won an $80 million contract. So why are shares falling today? - The Motley Fool Australia | KLS Forecast — Price Target — Prediction for 2027 - TradingView | Kelsian Group Ltd (AX: KLS) Share Price, KLS Stock News, KLS Share Price & Updates - Kalkine",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
39,near_miss,CAT.AX,CATAPULT SPORTS LTD,3.16,998482688,-1.56,-8.67,-11.73,0.8,5D <= -8.0%,,"Catapult Sports (ASX:CAT): Record Revenue and 67% Profit Surge: Why This ASX Stock Could Be One to Watch in September - Kalkine | ASX August 2026 Stocks Estimated Below Fair Value - simplywall.st | CATAPULT SPORTS LTD Share Price - CAT, RNS News, Articles, Quotes, & Charts (ASX:CAT) - Proactive financial news | Catapult Sports (ASX:CAT): Share Performance, SaaS Growth and Global Sports Technology Expansion Explained - Kalkine | Buy, hold, sell: Catapult Sports, Worley, CBA shares - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
40,near_miss,NEC.AX,NINE ENTERTAINMENT CO HOLDIN,0.96,1522331648,-1.54,-8.13,-3.52,2.51,5D <= -8.0%,,"Nine Entertainment Rebounds Above 2% (ASX:NEC): Is the Market Repricing the Media Stock? - Kalkine | Buy, hold, sell: Nine Entertainment, Wesfarmers, BHP shares - The Motley Fool Australia | Nine shares fall from cliff - adnews.com.au | Nine Entertainment Co. Holdings Limited (ASX:NEC) is largely controlled by institutional shareholders who own 64% of the company - Yahoo Finance | Down 36%! What just happened to this ASX 200 communications share? - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
41,near_miss,WA1.AX,WA1 RESOURCES LTD,11.02,819275072,-1.43,-9.37,-9.37,1.02,5D <= -8.0%,,WA1 Resources (ASX:WA1) Upgrades Luni Niobium Resource: Could the Commodity Cycle Turn This Explorer Into a September Stock to Watch? - Kalkine | Breakeven On The Horizon For WA1 Resources Ltd (ASX:WA1) - simplywall.st | Companies Like WA1 Resources (ASX:WA1) Are In A Position To Invest In Growth - Yahoo Finance | WA1 Resources expands Luni resource and strengthens cash position in June quarter - The Motley Fool Australia | Insights: WA1 Resources Ltd (ASX:WA1) - smallcaps.com.au,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
42,near_miss,APE.AX,EAGERS AUTOMOTIVE LTD,21.04,5940914688,-1.31,-10.16,-12.48,1.69,5D <= -8.0%,,Read This Before Considering Eagers Automotive Limited (ASX:APE) For Its Upcoming AU$0.25 Dividend - simplywall.st | Eagers Automotive Limited (ASX:APE): The Dividend Detail to Watch - Kalkine Media | Eagers Automotive (ASX:APE): ASX Auto Retail Stock Returns to Investor Watchlists - Kalkine | Why are Eagers Automotive shares tumbling on Wednesday? - The Motley Fool Australia | Can Eagers Automotive (ASX:APE) Sustain Its Dividend Appeal? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
43,near_miss,DOW.AX,DOWNER EDI LTD,6.33,4171537664,-0.89,-3.26,-18.65,1.1,20D <= -15.0%,,Downer EDI (ASX:DOW): Final Dividend Lifts Full-Year Shareholder Distribution - Kalkine | ASX Stocks Going Ex-Dividend Tomorrow: Downer EDI (ASX:DOW) - Kalkine | Is Downer EDI (ASX:DOW) Trading Below Its True Worth After Contract Wins? - Kalkine Media | Why Downer EDI (ASX:DOW) Is Down 10.5% After Profits Rose On Lower Revenue And New Contracts - simplywall.st | What Is Downer EDI Limited's (ASX:DOW) Share Price Doing? - Yahoo Finance,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
44,near_miss,IPH.AX,IPH LTD,3.34,856666816,-0.89,-2.48,-19.03,1.58,20D <= -15.0%,,"Why IPH Ltd (ASX:IPH) Could Be One to Watch in September - Kalkine | Investors are watching this ASX stock after a big CEO announcement - The Motley Fool Australia | IPH (ASX:IPH)Dividend Yield in Focus, Stock on Radar of Income Investors - Kalkine | IPH Forecast — Price Target — Prediction for 2027 - TradingView | The past three years for IPH (ASX:IPH) investors has not been profitable - Yahoo Finance",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
45,near_miss,HUB.AX,HUB24 LTD,73.37,5999741952,-0.56,-5.94,-17.59,2.77,20D <= -15.0%,,Why HUB24 (ASX:HUB) Could Be One ASX Stock to Watch in September - Kalkine | 3 overvalued ASX shares going into earnings - Morningstar Australia | HUB24 Limited (ASX:HUB) Share Price Falls as Investors Assess Growth Expectations and FY26 Outlook - Kalkine | Why this struggling ASX tech stock could surprise investors - The Motley Fool Australia | Hub24 hits record flows as shares surge to multi-month high - Proactive financial news,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
46,near_miss,OCL.AX,OBJECTIVE CORPORATION LTD,6.5,621486464,-0.46,-11.8,-9.5,0.57,5D <= -8.0%,,Objective Corporation (ASX:OCL): Could the ASX Tech Rebound Put This Growth Stock Back in Focus? - Kalkine | Objective Corporation Limited Just Recorded A 7.8% EPS Beat: Here's What Analysts Are Forecasting Next - simplywall.st | Why Is Objective Corporation (ASX:OCL) Still Buying Back Shares? - Kalkine Media | Going Ex-Dividend Tomorrow: Objective Corporation (ASX:OCL) Investors Should Watch - Kalkine | Objective Corporation reports daily progress on ongoing share buy-back - theglobeandmail.com,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
47,near_miss,JBH.AX,JB HI-FI LTD,66.35,7254309888,-0.33,-2.21,-17.79,0.77,20D <= -15.0%,,How JB Hi-Fi’s 2026 Earnings Call Commentary May Reframe Its Margin Story for (ASX:JBH) Investors - simplywall.st | Can JB Hi-Fi (ASX:JBH) Stay on the Consumer Stocks Radar? - Kalkine Media | Down 14% today: Are JB Hi-Fi shares now a bargain-bin buy? - The Motley Fool Australia | JB Hi-Fi Ltd (ASX:JBH): Delivering Consistent Dividends Amid Retail Headwinds - Kalkine | Why Is JB Hi-Fi (ASX:JBH) Attracting Attention Across Retail Stocks? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
48,near_miss,CWP.AX,CEDAR WOODS PROPERTIES LTD,6.89,586171904,-0.14,-11.55,-1.57,1.0,5D <= -8.0%,,Cedar Woods Properties (ASX:CWP) Shares Soar 9% on Record Profit and Presales - Kalkine | Cedar Woods Properties Director Nathan Blackburne Boosts Shareholding Following Performance Rights and Option Conversions - Kalkine Media | Is It Time To Consider Buying Cedar Woods Properties Limited (ASX:CWP)? - Yahoo Finance | Cedar Woods Properties (ASX:CWP) Share Price Gains Ahead of FY26 Results as Presales Support Earnings Outlook - Kalkine | 3 ASX Dividend Stocks To Watch With Up To 7.8% Yield - simplywall.st,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
49,near_miss,PXA.AX,PEXA GROUP LTD,7.14,1256184448,-0.14,-10.97,-7.27,1.03,5D <= -8.0%,,"PEXA Group Ltd (ASX:PXA) Share Price and Business Update - Kalkine | PEXA Group (ASX:PXA) Shares Rebound, But What Comes Next? - Kalkine Media | Undervalued ASX share retains wide moat rating despite regulatory pressures - Morningstar Australia | Buy, hold or sell, PEXA, ASX and Qantas shares - The Motley Fool Australia | PEXA Group (ASX:PXA) Faces A Valuation Test Following The Proposed 20% Fee Cut - simplywall.st",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
50,near_miss,CMW.AX,CROMWELL PROPERTY GROUP,0.38,982075008,0.0,-8.54,-13.79,0.95,5D <= -8.0%,,Cromwell Property Group (ASX:CMW): Investment Management Growth and Portfolio Quality Put FY27 in Focus - Kalkine | Cromwell Property Group (ASX:CMW) Shares Hinge On Yield Or Manager Shift - simplywall.st | Cromwell Property Group (ASX:CMW) Share Price Update Amid Real Estate Sector Pressure - Kalkine | CMW Forecast — Price Target — Prediction for 2027 - TradingView | ASX:CMW Cromwell Property Group: Why Is Growth Back in Focus? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
51,near_miss,MAD.AX,MADER GROUP LTD,6.19,1259428096,0.0,-3.58,-16.24,2.1,20D <= -15.0%,,"Mader Group Ltd (ASX:MAD) Shares Hit Fresh 52-Week Low: What Investors Should Know - Kalkine | Record FY26 Profitability and EPS Lift Could Be A Game Changer For Mader Group (ASX:MAD) - simplywall.st | Mader Group Ltd (ASX:MAD) Retreats: Is Mining Services Momentum Cooling? - Kalkine | Mader Group Limited (ASX:MAD) insiders still own 68% despite recent sales, but recent decline may have cost them - Yahoo Finance | 5 things to watch on the ASX 200 on Monday 19 January 2026 - The Motley Fool Australia",,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
52,near_miss,EQT.AX,EQT HOLDINGS LTD,19.29,516839104,0.16,-9.39,10.04,1.1,5D <= -8.0%,,EQT Holdings (ASX:EQT) Rises 9% as Trustee Business Faces a Strategic Reset - Kalkine | Top ASX Dividend Stocks To Consider In August 2026 - simplywall.st | EQT Holdings (ASX:EQT) Stock Drops: Why Investors Are Selling - Kalkine | EQT Forecast — Price Target — Prediction for 2027 - TradingView | EQT Holdings (ASX:EQT): Why Is ASX 300 Takeover Interest Rising? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
53,near_miss,NGI.AX,NAVIGATOR GLOBAL INVESTMENTS,2.43,1482781696,0.41,-8.3,-3.57,0.44,5D <= -8.0%,,Navigator Global Investments (ASX:NGI): AUM Expansion and Alternative Assets Set the FY27 Agenda - Kalkine | Navigator Global Investments (ASX:NGI) Share Price Trails AUM Growth As Profitability Shrinks - simplywall.st | 3 ASX Stocks Estimated To Be Trading At Discounts Up To 47% Below Intrinsic Value - webull.com | ASX Value Opportunities Navigator Global Investments And 2 Stocks Estimated Below Intrinsic Value - Yahoo Finance | NGI Forecast — Price Target — Prediction for 2027 - TradingView,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
54,near_miss,CNI.AX,CENTURIA CAPITAL GROUP,1.22,1221700608,0.83,-8.27,-17.29,1.57,5D <= -8.0%; 20D <= -15.0%,,Centuria Capital Group (ASX:CNI) Enters FY27 With Record Assets and New Digital Ambitions - Kalkine | Centuria Capital Group (ASX: CNI) Faces a Mixed FY26: Can Operating Growth Restore Confidence? - Kalkine | 9 ASX 200 shares with strengthened buy ratings this week - The Motley Fool Australia | How The Centuria Capital Group (ASX:CNI) Narrative Is Shifting With Steady Valuation And New Guidance - Yahoo Finance | Centuria Capital (ASX:CNI) taps A$300m to chase the AI Factory re-rate - Stocks Down Under,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
55,near_miss,INA.AX,INGENIA COMMUNITIES GROUP,3.6,1467299712,0.84,-8.64,-18.63,1.43,5D <= -8.0%; 20D <= -15.0%,,Ingenia Communities Group (ASX:INA): A Larger Development Pipeline Changes the Long-Term Story - Kalkine | Ingenia Communities (ASX:INA): Can Yield and Asset Values Drive a September Re-Rating? - Kalkine | Ingenia Communities Group (ASX:INA) Shares Chase One Off Profit Glow - webull.com | Why Ingenia Communities Group (ASX:INA) Is Up 10.5% After Lifting FY26 EBIT Outlook Guidance - simplywall.st | Ingenia Communities Group shares paused pending announcement - The Motley Fool Australia,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
56,near_miss,HVN.AX,HARVEY NORMAN HOLDINGS LTD,4.22,5258147840,1.2,-8.26,-15.09,0.97,5D <= -8.0%; 20D <= -15.0%,,Can Harvey Norman (ASX:HVN) Stay on the Value Stocks Radar? - Kalkine Media | Harvey Norman (ASX: HVN) Shares Under Pressure Ahead of FY26 Results: What Investors Need to Watch - Kalkine | How A A$35 Million Court Penalty At Harvey Norman (ASX:HVN) Has Changed Its Investment Story - simplywall.st | Harvey Norman penalised $35 million in ASIC court case - The Motley Fool Australia | Why Could Harvey Norman (ASX:HVN) Matter for Retail Stocks? - Kalkine Media,,not_run_limit_reached,Skipped after 12 classifications to control API cost.,"Check ASX announcements, debt, liquidity, free cash flow, regulatory issues and whether the event is temporary or permanent.",
